месяц;точка;блюдо;артикул;категория;продано_шт;выручка
2026-01;Левітана;Онігірі з лососем;03223;Онігірі;11;1904.6
2026-01;Левітана;Онігірі з тунцем;03224;Онігірі;3;596.3
2026-01;Левітана;Опен-фуд;02927;;384;376
2026-01;Левітана;Осака;00589;Б_Каппи_Роллы;54;17921
2026-01;Левітана;Париж;00657;Б_Каппи_Роллы;18;7999.1
2026-01;Левітана;Преміум Креветка;00652;Б_Каппи_Роллы;11;5071.9
2026-01;Левітана;Преміум сет;00658;Б_Каппи_Сет;7;12091.5
2026-01;Левітана;Пікантний краб;00531;Б_Каппи_Темпура ролл;21;5722.5
2026-01;Левітана;Пікантний лосось ;00532;Б_Каппи_Темпура ролл;30;8911.8
2026-01;Левітана;Піца 4 сезони;02101;Б_Каппи_Пицца;14;5317.6
2026-01;Левітана;Піца 4 сири;02118;Б_Каппи_Пицца;76;27098.8
2026-01;Левітана;Піца Амерікано;02111;Б_Каппи_Пицца;21;6705.1
2026-01;Левітана;Піца Гавайська;02104;Б_Каппи_Пицца;73;19769.5
2026-01;Левітана;Піца Груша Дор Блю;02175;Б_Каппи_Пицца;21;6592
2026-01;Левітана;Піца Кампаро;03131;Б_Каппи_Пицца;10;2873.3
2026-01;Левітана;Піца Курка та гриби;02177;Б_Каппи_Пицца;51;16932.6
2026-01;Левітана;Піца М'ясна;02102;Б_Каппи_Пицца;94;33179.9
2026-01;Левітана;Піца Маргарита;02174;Б_Каппи_Пицца;29;7753.3
2026-01;Левітана;Піца Мексиканська ;03130;Б_Каппи_Пицца;18;5233.3
2026-01;Левітана;Піца Мисливська;02176;Б_Каппи_Пицца;59;16194
2026-01;Левітана;Піца Океанія;02099;Б_Каппи_Пицца;25;10032.1
2026-01;Левітана;Піца Пепероні;02172;Б_Каппи_Пицца;67;19241.9
2026-01;Левітана;Піца Пепероні Блу Чіз;02119;Б_Каппи_Пицца;34;11883.2
2026-01;Левітана;Піца Том Ям;02978;Б_Каппи_Пицца;18;7418.7
2026-01;Левітана;Піца Чізбургер;02977;Б_Каппи_Пицца;60;19132.1
2026-01;Левітана;Піца з креветками та брі;02911;Б_Каппи_Пицца;20;7701.6
2026-01;Левітана;Піца з прошутто;03133;Б_Каппи_Пицца;19;6325
2026-01;Левітана;Піца з прошутто та грушою ;03132;Б_Каппи_Пицца;16;5837.2
2026-01;Левітана;Рамен Том Ям;02606;Б_Каппи_Супы;44;15124.3
2026-01;Левітана;Рамен Традиційний;02601;Б_Каппи_Супы;28;4766.2
2026-01;Левітана;Рамен з куркою;03201;Б_Каппи_Супы;39;7763.4
2026-01;Левітана;Рамен з морепродуктами ;03200;Б_Каппи_Супы;27;6509.8
2026-01;Левітана;Рис з куркою Гострий;00855;Б_Каппи_WOK;37;8285.3
2026-01;Левітана;Рол Пасаж;02168;Б_Каппи_Роллы;14;4574
2026-01;Левітана;Рол-Дог з Креветкою;01787;Б_Каппи_Темпура ролл;12;3933.4
2026-01;Левітана;Рол-Дог з Лососем;01788;Б_Каппи_Темпура ролл;5;1684.9
2026-01;Левітана;Сакайо;03128;Б_Каппи_Роллы;25;10439.5
2026-01;Левітана;Салат Чука-Вакаме;00602;Б_Каппи_Салати;33;6616.3
2026-01;Левітана;Салат з вугрем та авокадо;02900;Б_Каппи_Салати;4;1494.5
2026-01;Левітана;Салат з креветками, грушею та сиром Дор Блю		;02914;Б_Каппи_Салати;4;1500
2026-01;Левітана;Салат з тофу та овочами;02904;Б_Каппи_Салати;2;585.6
2026-01;Левітана;Салмон в боніто ;00538;Б_Каппи_Роллы;24;5457.8
2026-01;Левітана;Сенкай;03022;Б_Каппи_Премиум ролл;16;8242.3
2026-01;Левітана;Сервісний збір_Glovo;01934;Б_Каппи_Glovo;133;2415.5
2026-01;Левітана;Сет 2х2;01175;Б_Каппи_Сет;18;18401.8
2026-01;Левітана;Сет Бюджетний;03043;Б_Каппи_Сет;15;13405
2026-01;Левітана;Сет мандарин ;03220;Б_Сезонные блюда;1;940.1
2026-01;Левітана;Сет новорічний;03219;Б_Сезонные блюда;5;7262.5
2026-01;Левітана;Спайсі Вулкан;02113;Б_Каппи_Роллы;13;5016.7
2026-01;Левітана;Спрайт жб 0,33 л.;01749;Б_Общее_Напитки;7;389.9
2026-01;Левітана;Супер Комбо;02181;Б_Каппи_Акции;2;1680.2
2026-01;Левітана;Суші бургер з Креветкой;02943;Б_Каппи_Бургер;92;31480.5
2026-01;Левітана;Суші бургер з Лососем;02944;Б_Каппи_Бургер;98;34937
2026-01;Левітана;Сушіріто з креветкою ;03018;Б_Каппи_Суширито;49;8955.1
2026-01;Левітана;Сушіріто з куркою;03019;Б_Каппи_Суширито;9;1669.6
2026-01;Левітана;Сушіріто з лососем;03020;Б_Каппи_Суширито;27;6887.1
2026-01;Левітана;ТОП сет;00362;Б_Каппи_Сет;34;46970.9
2026-01;Левітана;Тайфун;03024;Б_Каппи_Темпура ролл;25;11468
2026-01;Левітана;Темпура вулкан з креветкою;03167;Б_Каппи_Темпура ролл;32;11225.8
2026-01;Левітана;Темпура вулкан з лососем;03166;Б_Каппи_Темпура ролл;27;8068
2026-01;Левітана;Темпура мандарин з креветкою;03215;Б_Сезонные блюда;1;335
2026-01;Левітана;Темпура сет;00559;Б_Каппи_Сет;37;41006.4
2026-01;Левітана;Темпура-суширіто з крабом;03193;Б_Каппи_Суширито;42;10029.2
2026-01;Левітана;Темпура-суширіто мікс;03194;Б_Каппи_Суширито;33;9978.2
2026-01;Левітана;Теплий сет;02712;Б_Каппи_Сет;52;43248.6
2026-01;Левітана;Том Ям;02597;Б_Каппи_Супы;95;32168
2026-01;Левітана;Тропік ;01862;Б_Каппи_Роллы;9;2932.8
2026-01;Левітана;Тропікана;03014;Б_Каппи_Роллы;18;7289.8
2026-01;Левітана;Тропічний Вулкан;02112;Б_Каппи_Роллы;8;2916.9
2026-01;Левітана;Удон з креветками;01813;Б_Каппи_WOK;39;12306.8
2026-01;Левітана;Удон з куркою Теріякі;00856;Б_Каппи_WOK;35;9054.6
2026-01;Левітана;Унагамі;03011;Б_Каппи_Роллы;6;2427.1
2026-01;Левітана;Унагі Брі;02906;Б_Каппи_Роллы;11;4571.5
2026-01;Левітана;Унагі Фаєр Рол;00656;Б_Каппи_Премиум ролл;6;2790
2026-01;Левітана;Унагі мандарин;03216;Б_Сезонные блюда;4;1714.3
2026-01;Левітана;Ф'южн;03155;Б_Каппи_Роллы;12;3898.8
2026-01;Левітана;Фанта жб 0,33 л.;01743;Б_Общее_Напитки;17;972.6
2026-01;Левітана;Фламмі;03040;Б_Каппи_Роллы;3;1185
2026-01;Левітана;Фудзі темпура;00911;Б_Каппи_Темпура ролл;48;15187.8
2026-01;Левітана;Фунчоза з куркою;03164;Б_Каппи_WOK;44;12278.3
2026-01;Левітана;Фунчоза з морепродуктами;03165;Б_Каппи_WOK;26;8254.6
2026-01;Левітана;Філа Ланч;02706;Б_Каппи_Акции;17;7919.4
2026-01;Левітана;Філадельфія;00168;Б_Каппи_Роллы;183;70444.7
2026-01;Левітана;Філадельфія Класік;00459;Б_Каппи_Роллы;131;25402
2026-01;Левітана;Філадельфія Преміум;00611;Б_Каппи_Роллы;86;35296.9
2026-01;Левітана;Філадельфія з креветкою;02798;Б_Каппи_Роллы;39;15356.8
2026-01;Левітана;Філадельфія з манго;00612;Б_Каппи_Роллы;16;5101
2026-01;Левітана;Філадельфія з тунцем;00516;Б_Каппи_Роллы;25;9933.6
2026-01;Левітана;Філадельфія мандарин;03213;Б_Сезонные блюда;6;2074.5
2026-01;Левітана;Цезар з куркою;02803;Б_Каппи_Салати;29;8156.2
2026-01;Левітана;Цезар з лососем;02992;Б_Каппи_Салати;2;640
2026-01;Левітана;Чорний Дракон;00170;Б_Каппи_Роллы;24;10075.3
2026-01;Левітана;Чізі Креветка;01113;Б_Каппи_Роллы;26;6325.7
2026-01;Левітана;Чізі лосось;02921;Б_Каппи_Премиум ролл;5;2175
2026-01;Левітана;Чізі мандарин;03214;Б_Сезонные блюда;1;326.4
2026-01;Левітана;Юме сет;02818;Б_Каппи_Сет;14;15260.8
2026-01;Левітана;Які Ебі Манго;02946;Б_Каппи_Запеч_Роллы;41;12766
2026-01;Левітана;Які Салмон;02950;Б_Каппи_Запеч_Роллы;26;9122.9
2026-01;Левітана;Які Спайсі Краб;02949;Б_Каппи_Запеч_Роллы;54;13330.2
2026-01;Левітана;Які Туна ;02942;Б_Каппи_Запеч_Роллы;12;4004.4
2026-01;Левітана;Які Унагі;02945;Б_Каппи_Запеч_Роллы;47;14382.5
2026-01;Левітана;Яєчна з куркою та креветками;01815;Б_Каппи_WOK;24;7777.4
2026-01;Левітана;Яєчна з морепродуктами;00859;Б_Каппи_WOK;28;8832.3
2026-02;Лазарева;.Гарного дня!;00944;Б_Прочие позиции;1916;0
2026-02;Лазарева;Affinity сет;03015;Б_Каппи_Сет;20;22264.8
2026-02;Лазарева;Cappiroll;00583;Б_Каппи_Роллы;46;18711
2026-02;Лазарева;Cappizza;02173;Б_Каппи_Пицца;27;8788.1
2026-02;Лазарева;G Доставка;00984;Б_Каппи_Glovo;311;15538.7
2026-02;Лазарева;GC_Доставка 0 грн;02503;Б_Глово_Модификаторы;22;0
2026-02;Лазарева;Glovo <800 ;03025;;6;600
2026-02;Лазарева;L`amour Сет;01729;Б_Каппи_Сет;19;22221.4
2026-02;Лазарева;MOVA світле пиво безалкогольне 0.33 л.;03049;Б_Общее_Напитки;2;190
2026-02;Лазарева;MOVA темне пиво безалкогольне 0,33 л.;03048;Б_Общее_Напитки;8;720.4
2026-02;Лазарева;One Love;03237;Б_Каппи_Сет;14;16399.1
2026-02;Лазарева;Party-комбо ( Pepsi Cola з/б 0,33л -1шт та  Pepsi Cola Max з/б 0,33л - 1шт;02708;Б_Каппи_Акции;4;5055.9
2026-02;Лазарева;Rich 1 л. Апельсин;00352;Б_Общее_Напитки;9;1101.1
2026-02;Лазарева;Rich 1 л. Яблуко;00415;Б_Общее_Напитки;11;1318.6
2026-02;Лазарева;_Гірчиця;03065;Б_Глово_Модификаторы;4;80
2026-02;Лазарева;_Кетчуп;03066;Б_Глово_Модификаторы;6;120
2026-02;Лазарева;_Комбо 1;03031;Б_Каппи_Glovo;3;1035
2026-02;Лазарева;_Комбо 2;03035;Б_Каппи_Glovo;2;514
2026-02;Лазарева;_Комбо 3;03034;Б_Каппи_Glovo;14;4344.2
2026-02;Лазарева;_Комбо 4;03033;Б_Каппи_Glovo;20;7100
2026-02;Лазарева;_Комбо 5;03136;Б_Каппи_Glovo;6;1590
2026-02;Лазарева;_Комбо 6;03139;Б_Каппи_Glovo;5;1745
2026-02;Лазарева;_Комбо 7;03138;Б_Каппи_Glovo;5;1775
2026-02;Лазарева;_Комбо 8;03137;Б_Каппи_Glovo;9;3195
2026-02;Лазарева;_Майонез;03067;Б_Глово_Модификаторы;2;40
2026-02;Лазарева;_Сметана;03068;Б_Глово_Модификаторы;11;220
2026-02;Лазарева;_Хліб;03069;Б_Глово_Модификаторы;21;315
2026-02;Лазарева;Імператор;00892;Б_Каппи_Роллы;28;12566
2026-02;Лазарева;Акаї;03023;Б_Каппи_Премиум ролл;26;13685.6
2026-02;Лазарева;Акіра;03217;Б_Каппи_Премиум ролл;14;7434.1
2026-02;Лазарева;Амаі;03218;Б_Каппи_Премиум ролл;8;4311
2026-02;Лазарева;Аморе;02781;Б_Каппи_Роллы;36;14428.3
2026-02;Лазарева;Антикризовий сет;00578;Б_Каппи_Сет;68;45869.2
2026-02;Лазарева;Аурум ;03157;Б_Каппи_Роллы;9;2415.2
2026-02;Лазарева;Банзай ;00528;Б_Каппи_Темпура ролл;150;58447
2026-02;Лазарева;Бао бургер з крабом;02966;Б_Каппи_БАО;12;3356.2
2026-02;Лазарева;Бао бургер з креветкою;02967;Б_Каппи_БАО;8;3035
2026-02;Лазарева;Бао бургер з лососем;02968;Б_Каппи_БАО;9;3363.3
2026-02;Лазарева;Без приборів!;01593;Б_Прочие позиции;74;0
2026-02;Лазарева;Боніто з лососем;00154;Б_Каппи_Роллы;21;5607.6
2026-02;Лазарева;Борщ зі свининою;03028;Б_Каппи_Glovo;19;3990
2026-02;Лазарева;Боул Дабл Фіш;01886;Б_Каппи_Боул;20;7482.5
2026-02;Лазарева;Боул Філадельфія;01887;Б_Каппи_Боул;41;15336.8
2026-02;Лазарева;Боул з Лососем;01890;Б_Каппи_Боул;13;4782.7
2026-02;Лазарева;Боул з креветкою;03168;Б_Каппи_Боул;22;7480.6
2026-02;Лазарева;Бульон курячий;03029;Б_Каппи_Glovo;22;3850
2026-02;Лазарева;Вершкова креветка;00775;Б_Каппи_Роллы;76;26437.7
2026-02;Лазарева;Веселка;00509;Б_Каппи_Роллы;58;23570.3
2026-02;Лазарева;Весняний Сет;01844;Б_Каппи_Сет;32;31529.1
2026-02;Лазарева;Вулкан Карі;03144;Б_Каппи_Роллы;14;6671.3
2026-02;Лазарева;Вулкан з креветкою;02799;Б_Каппи_Роллы;39;11701
2026-02;Лазарева;Вулкан сет;03211;Б_Каппи_Сет;2;1872.7
2026-02;Лазарева;Відбивна куряча;03039;Б_Каппи_Glovo;5;1225
2026-02;Лазарева;Вінегрет;03060;Б_Каппи_Glovo;4;500
2026-02;Лазарева;Гречана каша;03053;Б_Каппи_Glovo;5;425
2026-02;Лазарева;Д Імбир Cappi 30 гр.;01049;Б_Каппи_Добавки;189;2781.2
2026-02;Лазарева;Д Васабі Cappi 7,5 гр.;01050;Б_Каппи_Добавки;200;2336.3
2026-02;Лазарева;Д Набір Cappi (додатковий);01038;Б_Каппи_Добавки;1;35
2026-02;Лазарева;Д Набір №1 (Соев.-1шт.,Імб.-1шт.,Вас.-1шт.);01916;Б_Каппи_Добавки;345;0
2026-02;Лазарева;Д Набір №2 (Соев.-2шт.,Імб.-1шт.,Вас.-1шт.);01917;Б_Каппи_Добавки;313;0
2026-02;Лазарева;Д Набір №3 (Соев.-3шт.,Імб.-2шт.,Вас.-1шт.);01918;Б_Каппи_Добавки;397;0
2026-02;Лазарева;Д Набір №4 (Соев.-4шт.,Імб.-2шт.,Вас.-2шт.);01919;Б_Каппи_Добавки;586;0
2026-02;Лазарева;Д Соус Барбекю;00501;Б_Каппи_Добавки;5;143.2
2026-02;Лазарева;Д Соус Часниковий;01323;Б_Каппи_Добавки;13;375.2
2026-02;Лазарева;Д Соус горіховий 20 гр.;00729;Б_Каппи_Добавки;16;454
2026-02;Лазарева;Д Соус соєвий Cappi 50 гр.;00695;Б_Каппи_Добавки;72;906.5
2026-02;Лазарева;Д Соус унагі 20 гр.;00728;Б_Каппи_Добавки;26;657.8
2026-02;Лазарева;Д Спайсі соус 10 гр.;02929;Б_Каппи_Добавки;17;194.8
2026-02;Лазарева;Д_Маслини 20 гр;03111;Б_Каппи_Добавки;1;35
2026-02;Лазарева;Д_соус Теріякі  10 г;03191;Б_Каппи_Добавки;8;79.2
2026-02;Лазарева;Дабл Тартар;02780;Б_Каппи_Роллы;56;19332.4
2026-02;Лазарева;Деруни зі сметаною;03054;Б_Каппи_Glovo;13;2015
2026-02;Лазарева;Джаз;01109;Б_Каппи_Роллы;17;3911.4
2026-02;Лазарева;Дзен сет;01128;Б_Каппи_Сет;41;41609.1
2026-02;Лазарева;Доставка (зелена);00829;Б_Прочие позиции;15;628.9
2026-02;Лазарева;Доставка (помаранчева);01235;Б_Прочие позиции;14;769.3
2026-02;Лазарева;Доставка (синя);01051;Б_Прочие позиции;3;175.9
2026-02;Лазарева;Доставка (фіолетова);03016;Б_Прочие позиции;8;861.3
2026-02;Лазарева;Дружня парочка;03159;Б_Каппи_Акции;3;1369.5
2026-02;Лазарева;Ебі Грін;01790;Б_Каппи_Роллы;9;2735.9
2026-02;Лазарева;Ебі сет;02710;Б_Каппи_Сет;94;117011.2
2026-02;Лазарева;Ебі темпура;02986;Б_Каппи_Закуски;79;20336.5
2026-02;Лазарева;Ейфорія;03242;Б_Каппи_Роллы;25;9279.8
2026-02;Лазарева;Замовлення з додатку;03198;;757;0
2026-02;Лазарева;Заміна інгрідієнта;02139;Б_Прочие позиции;4;119
2026-02;Лазарева;Зелений Дракон;00156;Б_Каппи_Роллы;6;2539.9
2026-02;Лазарева;Каліфорнія ;00774;Б_Каппи_Роллы;29;9578.6
2026-02;Лазарева;Каліфорнія Мікс;00653;Б_Каппи_Роллы;25;10611.4
2026-02;Лазарева;Каліфорнія з креветкою;00654;Б_Каппи_Роллы;42;13649.2
2026-02;Лазарева;Камамбер фрі;03093;Б_Каппи_Закуски;26;7511.5
2026-02;Лазарева;Камертон;00960;Б_Каппи_Роллы;40;16157.9
2026-02;Лазарева;Картопля по-домашньому  ;03051;Б_Каппи_Glovo;7;1043
2026-02;Лазарева;Класика вдвох;02988;Б_Каппи_Акции;10;5121
2026-02;Лазарева;Кока-кола 0,5 л.;03246;Б_Общее_Напитки;43;2729.8
2026-02;Лазарева;Кока-кола жб 0,33 л БОРЩИК\ГЛОВО;03075;Б_Каппи_Glovo;7;413
2026-02;Лазарева;Кока-кола жб 0,33 л.;01736;Б_Общее_Напитки;40;2323.3
2026-02;Лазарева;Кока-кола зеро жб 0,33 л БОРЩИК\ГЛОВО;03076;Б_Каппи_Glovo;1;59
2026-02;Лазарева;Кока-кола зеро жб 0,33 л.;01740;Б_Общее_Напитки;37;2148.5
2026-02;Лазарева;Комбо #1;02178;Б_Каппи_Акции;1;1378.9
2026-02;Лазарева;Комбо #2;02179;Б_Каппи_Акции;4;4268.5
2026-02;Лазарева;Комбо #3;02180;Б_Каппи_Акции;1;995
2026-02;Лазарева;Комбуча  WILD каркаде 0,33 л.;03185;Б_Общее_Напитки;16;1484.2
2026-02;Лазарева;Комбуча  WILD класична 0,33 л.;03186;Б_Общее_Напитки;11;1002.5
2026-02;Лазарева;Комбуча WILD зелений чай 0,33 л.;03184;Б_Общее_Напитки;7;629.6
2026-02;Лазарева;Компенсація за негоду;02771;;356;6804.1
2026-02;Лазарева;Концепция-Борщик;03072;;100;0
2026-02;Лазарева;Котлета куряча;03091;Б_Каппи_Glovo;16;2384
2026-02;Лазарева;Котлета по-київськи ;03055;Б_Каппи_Glovo;2;338
2026-02;Лазарева;Креветка в кунжуті;00511;Б_Каппи_Роллы;50;14581.7
2026-02;Лазарева;Креветка в темпурі;00533;Б_Каппи_Темпура ролл;86;28143.6
2026-02;Лазарева;Курка в Кисло-солодкому;01825;Б_Каппи_WOK;20;4601.4
2026-02;Лазарева;Курортний;02169;Б_Каппи_Роллы;16;3849.8
2026-02;Лазарева;Кімурай;03012;Б_Каппи_Роллы;17;6730.4
2026-02;Лазарева;Лимонад 0,5 л.;02057;Б_Общее_Напитки;41;3426.7
2026-02;Лазарева;Лимонад БОРЩИК\ГЛОВО;03085;Б_Каппи_Glovo;4;300
2026-02;Лазарева;Листівка до ДН;02061;Б_Прочие позиции;14;0
2026-02;Лазарева;Логістичний збір;02770;;1321;36652.4
2026-02;Лазарева;Лосось Пад Тай;02116;Б_Каппи_Роллы;31;10746.1
2026-02;Лазарева;Лосось в темпурі;00534;Б_Каппи_Темпура ролл;53;12635.8
2026-02;Лазарева;Лосось сет;00517;Б_Каппи_Сет;28;28666.2
2026-02;Лазарева;М Авокадо 20 г;02133;Б_Каппи_Модификаторы;3;109.6
2026-02;Лазарева;М Балик 100 г;01204;Б_Каппи_Модификаторы;6;390
2026-02;Лазарева;М Вершковий сир 20 г;02126;Б_Каппи_Модификаторы;9;220.1
2026-02;Лазарева;М Вугор 20 г;02125;Б_Каппи_Модификаторы;2;130
2026-02;Лазарева;М Горіховий соус 20 г;01651;Б_Каппи_Модификаторы;6;163.3
2026-02;Лазарева;М Гриби 50 г;01194;Б_Каппи_Модификаторы;17;419
2026-02;Лазарева;М Кальмар 20 г;02136;Б_Каппи_Модификаторы;8;280
2026-02;Лазарева;М Креветка 2 шт.;02123;Б_Каппи_Модификаторы;14;645.6
2026-02;Лазарева;М Креветка 2 шт.;02135;Б_Каппи_Модификаторы;7;343
2026-02;Лазарева;М Курка 20 г;02131;Б_Каппи_Модификаторы;7;400.3
2026-02;Лазарева;М Куряче філе 60 г;01195;Б_Каппи_Модификаторы;10;549.1
2026-02;Лазарева;М Лосось 20 г;02122;Б_Каппи_Модификаторы;5;245
2026-02;Лазарева;М Маслини 20 г;01196;Б_Каппи_Модификаторы;4;140
2026-02;Лазарева;М Моцарела 100 г;01201;Б_Каппи_Модификаторы;6;354
2026-02;Лазарева;М Огірок 20 г;02132;Б_Каппи_Модификаторы;1;25
2026-02;Лазарева;М Пармезан 20 г;01193;Б_Каппи_Модификаторы;6;270
2026-02;Лазарева;М Пепероні 50 г;01200;Б_Каппи_Модификаторы;6;510
2026-02;Лазарева;М Перець болгарський 40 г;01197;Б_Каппи_Модификаторы;3;87
2026-02;Лазарева;М Помідори 40 г;01199;Б_Каппи_Модификаторы;9;229.6
2026-02;Лазарева;М Соус Барбекю 1 шт.;01202;Б_Каппи_Модификаторы;2;58
2026-02;Лазарева;М Соус Пад Тай 10 г;02127;Б_Каппи_Модификаторы;5;60
2026-02;Лазарева;М Соус Соєвий порц.;02728;Б_Каппи_Модификаторы;31;380.6
2026-02;Лазарева;М Соус Теріякі 10 г;02130;Б_Каппи_Модификаторы;11;119.7
2026-02;Лазарева;М Соус Унагі 20 г;01650;Б_Каппи_Модификаторы;7;179
2026-02;Лазарева;М Соус Часниковий 1 шт.;01648;Б_Каппи_Модификаторы;6;174
2026-02;Лазарева;М Соус Шірачі 5 г;02129;Б_Каппи_Модификаторы;7;67.1
2026-02;Лазарева;М Спайсі соус 10 г;02128;Б_Каппи_Модификаторы;17;188.5
2026-02;Лазарева;М Тофу 20 г;02138;Б_Каппи_Модификаторы;1;39
2026-02;Лазарева;М Тунець 20 г;02124;Б_Каппи_Модификаторы;1;51.5
2026-02;Лазарева;М Халапеньйо 15 г;01198;Б_Каппи_Модификаторы;4;80
2026-02;Лазарева;М'ясо по-французьки;03056;Б_Каппи_Glovo;5;1375
2026-02;Лазарева;М_Имбирь порц.;03124;Б_Каппи_Модификаторы;1;15
2026-02;Лазарева;М_Соус соевый порц.;03118;Б_Каппи_Модификаторы;2;27
2026-02;Лазарева;Макі Вугор;00161;Б_Каппи_Роллы;29;6179.1
2026-02;Лазарева;Макі Лосось;00159;Б_Каппи_Роллы;50;8590.2
2026-02;Лазарева;Макі Огірок ;00506;Б_Каппи_Роллы;31;2775
2026-02;Лазарева;Макі Сирний;00504;Б_Каппи_Роллы;26;2421.6
2026-02;Лазарева;Макі Чука ;00507;Б_Каппи_Роллы;26;2679
2026-02;Лазарева;Млинці з вишнею та шоколадом ;03174;Б_Каппи_Glovo;6;1300.8
2026-02;Лазарева;Млинці з яблуками;03061;Б_Каппи_Glovo;1;185
2026-02;Лазарева;Монако;00636;Б_Каппи_Роллы;20;9052.8
2026-02;Лазарева;Морс Ягідний 0,5 л.;02697;Б_Общее_Напитки;54;4479.2
2026-02;Лазарева;Морс Ягідний БОРЩИК\ГЛОВО;03086;Б_Каппи_Glovo;4;300
2026-02;Лазарева;Моршинська без газу 0,5 л.;00585;Б_Общее_Напитки;3;147
2026-02;Лазарева;Моршинська слаб.газ 0,5 л БОРЩИК\ГЛОВО;03088;Б_Каппи_Glovo;2;98
2026-02;Лазарева;Моршинська слаб.газ. 0,5 л.;00584;Б_Общее_Напитки;2;98
2026-02;Лазарева;Мочі Полуниця;02618;Т_Десерты;32;4145.9
2026-02;Лазарева;Мочі малина;02026;Т_Десерты;31;4082.3
2026-02;Лазарева;Мочі смородина ;03161;Т_Десерты;13;1685.9
2026-02;Лазарева;Мочі фісташка-халва;03162;Т_Десерты;22;2758.7
2026-02;Лазарева;Мідорі;03021;Б_Каппи_Премиум ролл;4;2150.1
2026-02;Лазарева;Місо з тофу;00708;Б_Каппи_Супы;10;1937.2
2026-02;Лазарева;Навчальні палички;01021;Б_Прочие позиции;148;0
2026-02;Лазарева;Нагетси;03207;Б_Каппи_Закуски;30;4844.1
2026-02;Лазарева;Нью-Йорк ;02915;Б_Каппи_Роллы;38;17660.5
2026-02;Лазарева;Одеський сет;02170;Б_Каппи_Сет;32;27129.6
2026-02;Лазарева;Ойши сет;02819;Б_Каппи_Сет;8;8616.4
2026-02;Лазарева;Окінава;03235;Б_Каппи_Роллы;15;4900.2
2026-02;Лазарева;Онігірі з крабом;03222;Онігірі;45;6190.6
2026-02;Лазарева;Онігірі з креветкою;03225;Онігірі;58;9580
2026-02;Лазарева;Онігірі з лососем;03223;Онігірі;30;5231.8
2026-02;Лазарева;Онігірі з тунцем;03224;Онігірі;15;2976
2026-02;Лазарева;Опен-фуд;02927;;2620;2514.9
2026-02;Лазарева;Осака;00589;Б_Каппи_Роллы;43;14041.3
2026-02;Лазарева;Париж;00657;Б_Каппи_Роллы;33;14834.6
2026-02;Лазарева;Пательня з куркою.;03036;Б_Каппи_Glovo;24;5407.2
2026-02;Лазарева;Пательня зі свининою;03030;Б_Каппи_Glovo;18;4770
2026-02;Лазарева;Пательня мисливська.;03037;Б_Каппи_Glovo;4;1140
2026-02;Лазарева;Пересип +;03045;;84;0
2026-02;Лазарева;Преміум Креветка;00652;Б_Каппи_Роллы;25;9862.4
2026-02;Лазарева;Преміум сет;00658;Б_Каппи_Сет;24;40641.7
2026-02;Лазарева;Пюре;03052;Б_Каппи_Glovo;10;1350
2026-02;Лазарева;Пікантний краб;00531;Б_Каппи_Темпура ролл;19;5041.8
2026-02;Лазарева;Пікантний лосось ;00532;Б_Каппи_Темпура ролл;18;5954.5
2026-02;Лазарева;Піца 4 сезони;02101;Б_Каппи_Пицца;11;4351.1
2026-02;Лазарева;Піца 4 сири;02118;Б_Каппи_Пицца;78;28159
2026-02;Лазарева;Піца Амерікано;02111;Б_Каппи_Пицца;11;3479.7
2026-02;Лазарева;Піца Гавайська;02104;Б_Каппи_Пицца;46;10014.3
2026-02;Лазарева;Піца Груша Дор Блю;02175;Б_Каппи_Пицца;21;6604.1
2026-02;Лазарева;Піца Кампаро;03131;Б_Каппи_Пицца;7;2054
2026-02;Лазарева;Піца Курка та гриби;02177;Б_Каппи_Пицца;50;16329
2026-02;Лазарева;Піца М'ясна;02102;Б_Каппи_Пицца;108;39161
2026-02;Лазарева;Піца Маргарита;02174;Б_Каппи_Пицца;20;5377.1
2026-02;Лазарева;Піца Мексиканська ;03130;Б_Каппи_Пицца;22;6292
2026-02;Лазарева;Піца Мисливська;02176;Б_Каппи_Пицца;45;12703.5
2026-02;Лазарева;Піца Океанія;02099;Б_Каппи_Пицца;24;10007.4
2026-02;Лазарева;Піца Пепероні;02172;Б_Каппи_Пицца;48;14030.6
2026-02;Лазарева;Піца Пепероні Блу Чіз;02119;Б_Каппи_Пицца;29;10258.6
2026-02;Лазарева;Піца Том Ям;02978;Б_Каппи_Пицца;21;8542
2026-02;Лазарева;Піца Чізбургер;02977;Б_Каппи_Пицца;40;12636.6
2026-02;Лазарева;Піца з креветками та брі;02911;Б_Каппи_Пицца;21;8440
2026-02;Лазарева;Піца з прошутто;03133;Б_Каппи_Пицца;19;6268.9
2026-02;Лазарева;Піца з прошутто та грушою ;03132;Б_Каппи_Пицца;20;7206.4
2026-02;Лазарева;Рамен Том Ям;02606;Б_Каппи_Супы;28;10327.6
2026-02;Лазарева;Рамен Традиційний;02601;Б_Каппи_Супы;16;2750.1
2026-02;Лазарева;Рамен з куркою;03201;Б_Каппи_Супы;38;7971.3
2026-02;Лазарева;Рамен з морепродуктами ;03200;Б_Каппи_Супы;19;4820.3
2026-02;Лазарева;Рис;03208;Б_Каппи_Glovo;2;170
2026-02;Лазарева;Рис з куркою Гострий;00855;Б_Каппи_WOK;26;5715.2
