месяц;точка;блюдо;артикул;категория;продано_шт;выручка
2025-01;Лазарева;.Гарного дня!;00944;Б_Прочие позиции;1482;0
2025-01;Лазарева;Cappiroll;00583;Б_Каппи_Роллы;58;21468.6
2025-01;Лазарева;Cappizza;02173;Б_Каппи_Пицца;46;13378.8
2025-01;Лазарева;G Антикризовий сет;02932;Б_Акції Глово;16;9584
2025-01;Лазарева;G Доставка;00984;Б_Каппи_Glovo;323;16129.1
2025-01;Лазарева;G Ебі сет;02936;Б_Акції Глово;2;2390
2025-01;Лазарева;G Лосось в темпурі;02763;Б_Акції Глово;6;1350
2025-01;Лазарева;G Пікантний краб;02933;Б_Акції Глово;6;1530
2025-01;Лазарева;G Рис з лососем та зеленою цибулею;02761;Б_Акції Глово;11;2585
2025-01;Лазарева;G Рол Курортний;02934;Б_Акції Глово;1;235
2025-01;Лазарева;G Салмон в бонито ;02884;Б_Акції Глово;2;458
2025-01;Лазарева;G Теплий сет;02883;Б_Акції Глово;10;7950
2025-01;Лазарева;GC_Доставка 0 грн;02503;Б_Глово_Модификаторы;12;0
2025-01;Лазарева;L`amour Сет;01729;Б_Каппи_Сет;18;18286.2
2025-01;Лазарева;Party-комбо ( Pepsi Cola з/б 0,33л -1шт та  Pepsi Cola Max з/б 0,33л - 1шт;02708;Б_Каппи_Акции;2;2190
2025-01;Лазарева;Rich 1 л. Апельсин;00352;Б_Общее_Напитки;9;937
2025-01;Лазарева;Rich 1 л. Экзотик;00172;Б_Общее_Напитки;2;210
2025-01;Лазарева;Rich 1 л. Яблуко;00415;Б_Общее_Напитки;5;516.1
2025-01;Лазарева;Імператор;00892;Б_Каппи_Роллы;22;9891.1
2025-01;Лазарева;Інь-Янь рол;01807;Б_Каппи_Роллы;12;4105.4
2025-01;Лазарева;Аляска;00513;Б_Каппи_Премиум ролл;14;5383
2025-01;Лазарева;Аморе;02781;Б_Каппи_Роллы;23;7728.6
2025-01;Лазарева;Антикризовий сет;00578;Б_Каппи_Сет;44;25646.1
2025-01;Лазарева;Банзай ;00528;Б_Каппи_Темпура ролл;174;57866.3
2025-01;Лазарева;Бао бургер з крабом;02966;Б_Каппи_БАО;9;2280
2025-01;Лазарева;Бао бургер з креветкою;02967;Б_Каппи_БАО;10;3397.2
2025-01;Лазарева;Бао бургер з лососем;02968;Б_Каппи_БАО;9;2588
2025-01;Лазарева;Без приборів!;01593;Б_Прочие позиции;56;0
2025-01;Лазарева;Боніто з лососем;00154;Б_Каппи_Роллы;17;4273.1
2025-01;Лазарева;Боніто з тунцем;00512;Б_Каппи_Роллы;9;2421.8
2025-01;Лазарева;Боул Дабл Фіш;01886;Б_Каппи_Боул;21;7698.7
2025-01;Лазарева;Боул Філадельфія;01887;Б_Каппи_Боул;20;6641.2
2025-01;Лазарева;Боул з Куркою;01891;Б_Каппи_Боул;13;3163.8
2025-01;Лазарева;Боул з Лососем;01890;Б_Каппи_Боул;15;5388.7
2025-01;Лазарева;Вершкова креветка;00775;Б_Каппи_Роллы;51;18049.6
2025-01;Лазарева;Веселка;00509;Б_Каппи_Роллы;68;25126.9
2025-01;Лазарева;Весняний Сет;01844;Б_Каппи_Сет;16;14486.4
2025-01;Лазарева;Вишуканий дует;02989;Б_Каппи_Акции;2;1115.5
2025-01;Лазарева;Вугор сет;02711;Б_Каппи_Сет;5;5275
2025-01;Лазарева;Вулкан Фудзіяма;02835;Б_Каппи_Роллы;1;355
2025-01;Лазарева;Вулкан з креветкою;02799;Б_Каппи_Роллы;31;8632
2025-01;Лазарева;Д Імбир Cappi 30 гр.;01049;Б_Каппи_Добавки;124;1462.3
2025-01;Лазарева;Д Васабі Cappi 7,5 гр.;01050;Б_Каппи_Добавки;132;1159.8
2025-01;Лазарева;Д Моцарела 100гКЦ;02920;Б_Каппи_Добавки;3;131.2
2025-01;Лазарева;Д Набір Cappi (додатковий);01038;Б_Каппи_Добавки;1;25.1
2025-01;Лазарева;Д Набір №1 (Соев.-1шт.,Імб.-1шт.,Вас.-1шт.);01916;Б_Каппи_Добавки;260;0
2025-01;Лазарева;Д Набір №2 (Соев.-2шт.,Імб.-1шт.,Вас.-1шт.);01917;Б_Каппи_Добавки;299;0
2025-01;Лазарева;Д Набір №3 (Соев.-3шт.,Імб.-2шт.,Вас.-1шт.);01918;Б_Каппи_Добавки;351;0
2025-01;Лазарева;Д Набір №4 (Соев.-4шт.,Імб.-2шт.,Вас.-2шт.);01919;Б_Каппи_Добавки;399;0
2025-01;Лазарева;Д Соус Барбекю;00501;Б_Каппи_Добавки;18;448.6
2025-01;Лазарева;Д Соус Часниковий;01323;Б_Каппи_Добавки;39;968.2
2025-01;Лазарева;Д Соус горіховий 20 гр.;00729;Б_Каппи_Добавки;14;387.7
2025-01;Лазарева;Д Соус соєвий Cappi 50 гр.;00695;Б_Каппи_Добавки;79;697
2025-01;Лазарева;Д Соус унагі 20 гр.;00728;Б_Каппи_Добавки;21;506.7
2025-01;Лазарева;Д Спайсі соус 10 гр.;02929;Б_Каппи_Добавки;7;70
2025-01;Лазарева;Дабл Тартар;02780;Б_Каппи_Роллы;33;11707
2025-01;Лазарева;Джаз;01109;Б_Каппи_Роллы;25;5437.3
2025-01;Лазарева;Дзен сет;01128;Б_Каппи_Сет;36;31929.8
2025-01;Лазарева;Доставка (зелена);00829;Б_Прочие позиции;20;739.9
2025-01;Лазарева;Доставка (помаранчева);01235;Б_Прочие позиции;20;917.7
2025-01;Лазарева;Доставка (синя);01051;Б_Прочие позиции;8;444.4
2025-01;Лазарева;Дружня парочка;00552;Б_Каппи_Акции;4;1683.6
2025-01;Лазарева;Ебі Грін;01790;Б_Каппи_Роллы;11;3154.6
2025-01;Лазарева;Ебі сет;02710;Б_Каппи_Сет;38;44386.6
2025-01;Лазарева;Екстра туна;02922;Б_Каппи_Премиум ролл;4;1691.1
2025-01;Лазарева;Зелений Дракон;00156;Б_Каппи_Роллы;20;7309.1
2025-01;Лазарева;Йоші рол;02776;Б_Каппи_Роллы;10;3451.2
2025-01;Лазарева;Каліфорнія ;00774;Б_Каппи_Роллы;30;9660
2025-01;Лазарева;Каліфорнія Мікс;00653;Б_Каппи_Роллы;17;6646.8
2025-01;Лазарева;Каліфорнія з креветкою;00654;Б_Каппи_Роллы;28;9244
2025-01;Лазарева;Камертон;00960;Б_Каппи_Роллы;19;6819.4
2025-01;Лазарева;Капричоза;02866;Б_Каппи_Пицца;18;4487.8
2025-01;Лазарева;Класика вдвох;02988;Б_Каппи_Акции;8;3953.9
2025-01;Лазарева;Кока-кола 0,75 л.;01731;Б_Общее_Напитки;55;3147.3
2025-01;Лазарева;Кока-кола жб 0,33 л.;01736;Б_Общее_Напитки;43;2335.7
2025-01;Лазарева;Кока-кола зеро жб 0,33 л.;01740;Б_Общее_Напитки;41;2243
2025-01;Лазарева;Комбо #1;02178;Б_Каппи_Акции;1;1195
2025-01;Лазарева;Комбо #2;02179;Б_Каппи_Акции;2;2130
2025-01;Лазарева;Комбо #3;02180;Б_Каппи_Акции;2;1980
2025-01;Лазарева;"Комбуча ""Бадьорий""";02896;Б_Общее_Напитки;11;1024.6
2025-01;Лазарева;"Комбуча ""Дивовижний""";02897;Б_Общее_Напитки;5;458.7
2025-01;Лазарева;"Комбуча ""Манливий""";02898;Б_Общее_Напитки;15;1393.1
2025-01;Лазарева;Компенсація за негоду;02771;;16;310.7
2025-01;Лазарева;Креветка в кунжуті;00511;Б_Каппи_Роллы;48;13749.4
2025-01;Лазарева;Креветка в темпурі;00533;Б_Каппи_Темпура ролл;126;33440
2025-01;Лазарева;Курка в Кисло-солодкому;01825;Б_Каппи_WOK;24;5619.2
2025-01;Лазарева;Курортний;02169;Б_Каппи_Роллы;48;2508.3
2025-01;Лазарева;Лимонад 0,5 л.;02057;Б_Общее_Напитки;30;2198.6
2025-01;Лазарева;Листівка до ДН;02061;Б_Прочие позиции;2;0
2025-01;Лазарева;Логістичний збір;02770;;1009;22509.4
2025-01;Лазарева;Лосось Пад Тай;02116;Б_Каппи_Роллы;21;6753
2025-01;Лазарева;Лосось в темпурі;00534;Б_Каппи_Темпура ролл;72;15595.9
2025-01;Лазарева;Лосось сет;00517;Б_Каппи_Сет;46;43268.3
2025-01;Лазарева;М Авокадо 20 г;02133;Б_Каппи_Модификаторы;2;78
2025-01;Лазарева;М Балик 100 г;01204;Б_Каппи_Модификаторы;10;448.1
2025-01;Лазарева;М Вершковий сир 20 г;02126;Б_Каппи_Модификаторы;1;19.2
2025-01;Лазарева;М Вугор 20 г;02125;Б_Каппи_Модификаторы;1;40.6
2025-01;Лазарева;М Горіховий соус 20 г;01651;Б_Каппи_Модификаторы;4;107.2
2025-01;Лазарева;М Гриби 50 г;01194;Б_Каппи_Модификаторы;20;351.8
2025-01;Лазарева;М Кальмар 20 г;02136;Б_Каппи_Модификаторы;8;280
2025-01;Лазарева;М Креветка 2 шт.;02123;Б_Каппи_Модификаторы;1;46.3
2025-01;Лазарева;М Креветка 2 шт.;02135;Б_Каппи_Модификаторы;13;635.8
2025-01;Лазарева;М Курка 20 г;02131;Б_Каппи_Модификаторы;12;287.1
2025-01;Лазарева;М Куряче філе 60 г;01195;Б_Каппи_Модификаторы;14;514.5
2025-01;Лазарева;М Маслини 20 г;01196;Б_Каппи_Модификаторы;10;141.6
2025-01;Лазарева;М Моцарела 100 г;01201;Б_Каппи_Модификаторы;5;245
2025-01;Лазарева;М Мідії 20 г;02137;Б_Каппи_Модификаторы;6;210
2025-01;Лазарева;М Огірок 20 г;02132;Б_Каппи_Модификаторы;2;30
2025-01;Лазарева;М Пармезан 20 г;01193;Б_Каппи_Модификаторы;15;511.8
2025-01;Лазарева;М Пепероні 50 г;01200;Б_Каппи_Модификаторы;3;195
2025-01;Лазарева;М Перець болгарський 40 г;01197;Б_Каппи_Модификаторы;3;75
2025-01;Лазарева;М Помідори 40 г;01199;Б_Каппи_Модификаторы;7;170
2025-01;Лазарева;М Соус Барбекю 1 шт.;01202;Б_Каппи_Модификаторы;1;25
2025-01;Лазарева;М Соус Пад Тай 10 г;02127;Б_Каппи_Модификаторы;8;80
2025-01;Лазарева;М Соус Соєвий порц.;02728;Б_Каппи_Модификаторы;15;130.5
2025-01;Лазарева;М Соус Теріякі 10 г;02130;Б_Каппи_Модификаторы;13;123.8
2025-01;Лазарева;М Соус Унагі 20 г;01650;Б_Каппи_Модификаторы;11;272.4
2025-01;Лазарева;М Соус Часниковий 1 шт.;01648;Б_Каппи_Модификаторы;8;197.2
2025-01;Лазарева;М Соус Шірачі 5 г;02129;Б_Каппи_Модификаторы;5;47.2
2025-01;Лазарева;М Спайсі соус 10 г;02128;Б_Каппи_Модификаторы;13;129.6
2025-01;Лазарева;М Халапеньйо 15 г;01198;Б_Каппи_Модификаторы;7;139
2025-01;Лазарева;Макі Вугор;00161;Б_Каппи_Роллы;14;2942
2025-01;Лазарева;Макі Лосось;00159;Б_Каппи_Роллы;28;5061.4
2025-01;Лазарева;Макі Огірок ;00506;Б_Каппи_Роллы;15;1395.6
2025-01;Лазарева;Макі Сирний;00504;Б_Каппи_Роллы;18;1488.9
2025-01;Лазарева;Макі Чука ;00507;Б_Каппи_Роллы;24;2739.8
2025-01;Лазарева;Мандаринова креветка;02630;Б_Каппи_Роллы;12;3942.1
2025-01;Лазарева;Монако;00636;Б_Каппи_Роллы;9;3730.9
2025-01;Лазарева;Морс Ягідний 0,5 л.;02697;Б_Общее_Напитки;61;3521.9
2025-01;Лазарева;Моршинська без газу 0,5 л.;00585;Б_Общее_Напитки;17;765
2025-01;Лазарева;Моршинська слаб.газ. 0,5 л.;00584;Б_Общее_Напитки;1;45
2025-01;Лазарева;Мочі Ананас-Білий шоколад;02620;Т_Десерты;9;1090
2025-01;Лазарева;Мочі Диня - Дор Блю;02869;Т_Десерты;15;1797
2025-01;Лазарева;Мочі Полуниця;02618;Т_Десерты;20;2440.6
2025-01;Лазарева;Мочі малина;02026;Т_Десерты;20;2421.7
2025-01;Лазарева;Мідія в темпурі;02167;Б_Каппи_Темпура ролл;6;1958.6
2025-01;Лазарева;Місо з тофу;00708;Б_Каппи_Супы;9;1575
2025-01;Лазарева;Навчальні палички;01021;Б_Прочие позиции;33;163.8
2025-01;Лазарева;Нью-Йорк ;02915;Б_Каппи_Роллы;54;23786
2025-01;Лазарева;Одеський сет;02170;Б_Каппи_Сет;16;12720
2025-01;Лазарева;Ойши сет;02819;Б_Каппи_Сет;11;10927.2
2025-01;Лазарева;Онлайн оплата;02940;;476;0
2025-01;Лазарева;Опен-фуд;02927;;4.7;3.8
2025-01;Лазарева;Осака;00589;Б_Каппи_Роллы;21;6431
2025-01;Лазарева;Париж;00657;Б_Каппи_Роллы;22;9435
2025-01;Лазарева;Преміум Креветка;00652;Б_Каппи_Роллы;22;9224.9
2025-01;Лазарева;Преміум сет;00658;Б_Каппи_Сет;10;16350
2025-01;Лазарева;Пікантний краб;00531;Б_Каппи_Темпура ролл;18;4278.2
2025-01;Лазарева;Пікантний лосось ;00532;Б_Каппи_Темпура ролл;34;8869.9
2025-01;Лазарева;Піца 4 сезони;02101;Б_Каппи_Пицца;9;3011.5
2025-01;Лазарева;Піца 4 сири;02118;Б_Каппи_Пицца;51;16574.2
2025-01;Лазарева;Піца Амерікано;02111;Б_Каппи_Пицца;21;6118.5
2025-01;Лазарева;Піца Верона;02912;Б_Каппи_Пицца;34;9139.9
2025-01;Лазарева;Піца Гавайська;02104;Б_Каппи_Пицца;38;11036.3
2025-01;Лазарева;Піца Груша Дор Блю;02175;Б_Каппи_Пицца;21;6072.2
2025-01;Лазарева;Піца Дитяча;02117;Б_Каппи_Пицца;22;6623.5
2025-01;Лазарева;Піца Діабло;02110;Б_Каппи_Пицца;13;3545.5
2025-01;Лазарева;Піца Курка та гриби;02177;Б_Каппи_Пицца;36;11273.2
2025-01;Лазарева;Піца М'ясна;02102;Б_Каппи_Пицца;74;23969.7
2025-01;Лазарева;Піца Маргарита;02174;Б_Каппи_Пицца;17;4265.5
2025-01;Лазарева;Піца Мисливська;02176;Б_Каппи_Пицца;50;14366.9
2025-01;Лазарева;Піца Океанія;02099;Б_Каппи_Пицца;23;8530.2
2025-01;Лазарева;Піца Пепероні;02172;Б_Каппи_Пицца;54;9691.5
2025-01;Лазарева;Піца Пепероні Блу Чіз;02119;Б_Каппи_Пицца;16;5103.3
2025-01;Лазарева;Піца Том Ям;02978;Б_Каппи_Пицца;24;8854.2
2025-01;Лазарева;Піца Чізбургер;02977;Б_Каппи_Пицца;44;14171.7
2025-01;Лазарева;Піца з креветками та брі;02911;Б_Каппи_Пицца;13;4988.3
2025-01;Лазарева;Рамен Том Ям;02606;Б_Каппи_Супы;27;9238.4
2025-01;Лазарева;Рамен Традиційний;02601;Б_Каппи_Супы;38;6552.8
2025-01;Лазарева;Рис з куркою Гострий;00855;Б_Каппи_WOK;12;2530.6
2025-01;Лазарева;Рис з лососем та зеленою цибулею;01855;Б_Каппи_WOK;9;2111.5
2025-01;Лазарева;Рол Пасаж;02168;Б_Каппи_Роллы;16;4857.3
2025-01;Лазарева;Рол-Дог з Креветкою;01787;Б_Каппи_Темпура ролл;19;5838.5
2025-01;Лазарева;Рол-Дог з Лососем;01788;Б_Каппи_Темпура ролл;10;2900
2025-01;Лазарева;Салат Грецький;02899;Б_Каппи_Салати;4;796
2025-01;Лазарева;Салат Чука-Вакаме;00602;Б_Каппи_Салати;27;5419.1
2025-01;Лазарева;Салат з вугрем та авокадо;02900;Б_Каппи_Салати;10;3427.2
2025-01;Лазарева;Салат з креветками, грушею та сиром Дор Блю		;02914;Б_Каппи_Салати;17;5560.5
2025-01;Лазарева;Салат з тофу та овочами;02904;Б_Каппи_Салати;3;825
2025-01;Лазарева;Салмон в боніто ;00538;Б_Каппи_Роллы;17;3189.6
2025-01;Лазарева;Сервісний збір_Glovo;01934;Б_Каппи_Glovo;103;900
2025-01;Лазарева;Сет 2х2;01175;Б_Каппи_Сет;27;23946.1
2025-01;Лазарева;Сет Mandarin;02987;Б_Сезонные блюда;5;5387.7
2025-01;Лазарева;Сирний Вулкан;01863;Б_Каппи_Роллы;7;2246.8
2025-01;Лазарева;Спайсі Вулкан;02113;Б_Каппи_Роллы;12;4069.8
2025-01;Лазарева;Спайсі туна;02782;Б_Каппи_Роллы;8;3041
2025-01;Лазарева;Спрайт жб 0,33 л.;01749;Б_Общее_Напитки;7;382
2025-01;Лазарева;Супер Комбо;02181;Б_Каппи_Акции;8;6381
2025-01;Лазарева;Суші бургер з Креветкой;02943;Б_Каппи_Бургер;69;19504.7
2025-01;Лазарева;Суші бургер з Лососем;02944;Б_Каппи_Бургер;97;29066.3
2025-01;Лазарева;ТОП сет;00362;Б_Каппи_Сет;29;38606.1
2025-01;Лазарева;Темпура сет;00559;Б_Каппи_Сет;11;12926.6
2025-01;Лазарева;Теплий сет;02712;Б_Каппи_Сет;34;26865.6
2025-01;Лазарева;Том Ям;02597;Б_Каппи_Супы;45;14942.4
2025-01;Лазарева;Тропік ;01862;Б_Каппи_Роллы;30;8588.7
2025-01;Лазарева;Тропічний Вулкан;02112;Б_Каппи_Роллы;9;3153.3
2025-01;Лазарева;Туна Вакаме;02908;Б_Каппи_Роллы;11;3262.3
2025-01;Лазарева;Удон з креветками;01813;Б_Каппи_WOK;22;6465.4
2025-01;Лазарева;Удон з куркою Теріякі;00856;Б_Каппи_WOK;52;12450.1
2025-01;Лазарева;Унагі Брі;02906;Б_Каппи_Роллы;11;4008.2
2025-01;Лазарева;Унагі Фаєр Рол;00656;Б_Каппи_Премиум ролл;8;3382.6
2025-01;Лазарева;Унагі чіз;02923;Б_Каппи_Премиум ролл;4;1522.7
2025-01;Лазарева;Фанта жб 0,33 л.;01743;Б_Общее_Напитки;5;275
2025-01;Лазарева;Фреш Філадельфія;02800;Б_Каппи_Роллы;11;3800.6
2025-01;Лазарева;Фудзі темпура;00911;Б_Каппи_Темпура ролл;30;9400.7
2025-01;Лазарева;Футо мандарин;01661;Б_Сезонные блюда;3;931.6
2025-01;Лазарева;Філа Ланч;02706;Б_Каппи_Акции;26;9677.1
2025-01;Лазарева;Філадельфія;00168;Б_Каппи_Роллы;170;58020
2025-01;Лазарева;Філадельфія Класік;00459;Б_Каппи_Роллы;97;17517.4
2025-01;Лазарева;Філадельфія Преміум;00611;Б_Каппи_Роллы;44;16744.3
2025-01;Лазарева;Філадельфія з креветкою;02798;Б_Каппи_Роллы;51;18601.4
2025-01;Лазарева;Філадельфія з манго;00612;Б_Каппи_Роллы;41;10880.8
2025-01;Лазарева;Філадельфія з тунцем;00516;Б_Каппи_Роллы;20;7322
2025-01;Лазарева;Філадельфія мандарин;01658;Б_Сезонные блюда;6;2163.1
2025-01;Лазарева;Цезар з куркою;02803;Б_Каппи_Салати;21;5634.7
2025-01;Лазарева;Цезар з лососем;02992;Б_Каппи_Салати;9;2631.2
2025-01;Лазарева;Чорний Дракон;00170;Б_Каппи_Роллы;36;13014.6
2025-01;Лазарева;Чізі Креветка;01113;Б_Каппи_Роллы;31;7467.4
2025-01;Лазарева;Чізі лосось;02921;Б_Каппи_Премиум ролл;8;3250.8
2025-01;Лазарева;Юме сет;02818;Б_Каппи_Сет;15;15075
2025-01;Лазарева;Які Ебі Манго;02946;Б_Каппи_Запеч_Роллы;42;11802
2025-01;Лазарева;Які Салмон;02950;Б_Каппи_Запеч_Роллы;19;6168.1
2025-01;Лазарева;Які Спайсі Краб;02949;Б_Каппи_Запеч_Роллы;46;12236.6
2025-01;Лазарева;Які Туна ;02942;Б_Каппи_Запеч_Роллы;17;5138.2
2025-01;Лазарева;Які Унагі;02945;Б_Каппи_Запеч_Роллы;33;9499.8
2025-01;Лазарева;Яєчна з куркою та креветками;01815;Б_Каппи_WOK;14;3990.1
2025-01;Лазарева;Яєчна з морепродуктами;00859;Б_Каппи_WOK;18;5237.8
2025-01;Левітана;.Гарного дня!;00944;Б_Прочие позиции;1791;0
2025-01;Левітана;Cappiroll;00583;Б_Каппи_Роллы;68;25025.3
2025-01;Левітана;Cappizza;02173;Б_Каппи_Пицца;42;12272.2
2025-01;Левітана;G Антикризовий сет;02932;Б_Акції Глово;10;5990
2025-01;Левітана;G Вугор сет;02935;Б_Акції Глово;3;3165
2025-01;Левітана;G Доставка;00984;Б_Каппи_Glovo;351;17390.8
2025-01;Левітана;G Ебі сет;02936;Б_Акції Глово;7;8365
2025-01;Левітана;G Кока-кола зеро жб 0,33 л.;02828;Б_Общее_Напитки;1;39
2025-01;Левітана;G Лосось в темпурі;02763;Б_Акції Глово;9;2025
2025-01;Левітана;G Пікантний краб;02933;Б_Акції Глово;4;1020
2025-01;Левітана;G Рис з лососем та зеленою цибулею;02761;Б_Акції Глово;5;1175
2025-01;Левітана;G Рол Курортний;02934;Б_Акції Глово;3;705
2025-01;Левітана;G Салмон в бонито ;02884;Б_Акції Глово;1;229
2025-01;Левітана;G Теплий сет;02883;Б_Акції Глово;22;17490
2025-01;Левітана;GC_Доставка 0 грн;02503;Б_Глово_Модификаторы;12;0
2025-01;Левітана;L`amour Сет;01729;Б_Каппи_Сет;17;17439.2
2025-01;Левітана;Party-комбо ( Pepsi Cola з/б 0,33л -1шт та  Pepsi Cola Max з/б 0,33л - 1шт;02708;Б_Каппи_Акции;1;1095
2025-01;Левітана;Rich 1 л. Апельсин;00352;Б_Общее_Напитки;8;832
2025-01;Левітана;Rich 1 л. Экзотик;00172;Б_Общее_Напитки;7;735
2025-01;Левітана;Rich 1 л. Яблуко;00415;Б_Общее_Напитки;4;412
2025-01;Левітана;Імператор;00892;Б_Каппи_Роллы;21;9319.8
2025-01;Левітана;Інь-Янь рол;01807;Б_Каппи_Роллы;19;6669.4
2025-01;Левітана;Аляска;00513;Б_Каппи_Премиум ролл;19;7097.3
2025-01;Левітана;Аморе;02781;Б_Каппи_Роллы;40;13623.2
2025-01;Левітана;Антикризовий сет;00578;Б_Каппи_Сет;31;18568
2025-01;Левітана;Банзай ;00528;Б_Каппи_Темпура ролл;202;67653.2
2025-01;Левітана;Бао бургер з крабом;02966;Б_Каппи_БАО;14;3709.4
2025-01;Левітана;Бао бургер з креветкою;02967;Б_Каппи_БАО;19;6039.6
2025-01;Левітана;Бао бургер з лососем;02968;Б_Каппи_БАО;5;1439.9
2025-01;Левітана;Без приборів!;01593;Б_Прочие позиции;59;0
2025-01;Левітана;Боніто з лососем;00154;Б_Каппи_Роллы;19;4724.3
2025-01;Левітана;Боніто з тунцем;00512;Б_Каппи_Роллы;8;2131.1
2025-01;Левітана;Боул Дабл Фіш;01886;Б_Каппи_Боул;31;11074.5
2025-01;Левітана;Боул Філадельфія;01887;Б_Каппи_Боул;37;12552.2
2025-01;Левітана;Боул з Куркою;01891;Б_Каппи_Боул;14;3324.1
2025-01;Левітана;Боул з Лососем;01890;Б_Каппи_Боул;13;3832.5
2025-01;Левітана;Вершкова креветка;00775;Б_Каппи_Роллы;51;18132.7
2025-01;Левітана;Веселка;00509;Б_Каппи_Роллы;71;26047.3
2025-01;Левітана;Весняний Сет;01844;Б_Каппи_Сет;12;10954.7
2025-01;Левітана;Вишуканий дует;02989;Б_Каппи_Акции;6;3351.8
2025-01;Левітана;Вугор сет;02711;Б_Каппи_Сет;2;2110
2025-01;Левітана;Вулкан Фудзіяма;02835;Б_Каппи_Роллы;2;710
2025-01;Левітана;Вулкан з креветкою;02799;Б_Каппи_Роллы;45;12804.4
2025-01;Левітана;Д Імбир Cappi 30 гр.;01049;Б_Каппи_Добавки;163;1912.9
2025-01;Левітана;Д Васабі Cappi 7,5 гр.;01050;Б_Каппи_Добавки;186;1651.6
2025-01;Левітана;Д Моцарела 100гКЦ;02920;Б_Каппи_Добавки;5;245
2025-01;Левітана;Д Набір №1 (Соев.-1шт.,Імб.-1шт.,Вас.-1шт.);01916;Б_Каппи_Добавки;346;0
2025-01;Левітана;Д Набір №2 (Соев.-2шт.,Імб.-1шт.,Вас.-1шт.);01917;Б_Каппи_Добавки;368;0
2025-01;Левітана;Д Набір №3 (Соев.-3шт.,Імб.-2шт.,Вас.-1шт.);01918;Б_Каппи_Добавки;345;0
2025-01;Левітана;Д Набір №4 (Соев.-4шт.,Імб.-2шт.,Вас.-2шт.);01919;Б_Каппи_Добавки;439;0
2025-01;Левітана;Д Соус Барбекю;00501;Б_Каппи_Добавки;22;547.3
2025-01;Левітана;Д Соус Часниковий;01323;Б_Каппи_Добавки;28;700
2025-01;Левітана;Д Соус горіховий 20 гр.;00729;Б_Каппи_Добавки;12;341
2025-01;Левітана;Д Соус соєвий Cappi 50 гр.;00695;Б_Каппи_Добавки;70;619.8
2025-01;Левітана;Д Соус унагі 20 гр.;00728;Б_Каппи_Добавки;8;200
2025-01;Левітана;Д Спайсі соус 10 гр.;02929;Б_Каппи_Добавки;14;133.5
2025-01;Левітана;Дабл Тартар;02780;Б_Каппи_Роллы;50;18031.4
2025-01;Левітана;Джаз;01109;Б_Каппи_Роллы;30;6633.4
2025-01;Левітана;Дзен сет;01128;Б_Каппи_Сет;28;24532.9
2025-01;Левітана;Доставка (зелена);00829;Б_Прочие позиции;55;2027.4
2025-01;Левітана;Доставка (помаранчева);01235;Б_Прочие позиции;15;690.7
2025-01;Левітана;Дружня парочка;00552;Б_Каппи_Акции;2;882.2
2025-01;Левітана;Ебі Грін;01790;Б_Каппи_Роллы;10;2817.7
2025-01;Левітана;Ебі сет;02710;Б_Каппи_Сет;37;43494.1
2025-01;Левітана;Екстра туна;02922;Б_Каппи_Премиум ролл;2;823.2
2025-01;Левітана;Заміна інгрідієнта;02139;Б_Прочие позиции;2;60
2025-01;Левітана;Зелений Дракон;00156;Б_Каппи_Роллы;24;8879.3
2025-01;Левітана;Йоші рол;02776;Б_Каппи_Роллы;19;6375.6
2025-01;Левітана;Каліфорнія ;00774;Б_Каппи_Роллы;26;8356.4
2025-01;Левітана;Каліфорнія Мікс;00653;Б_Каппи_Роллы;19;7196.4
2025-01;Левітана;Каліфорнія з креветкою;00654;Б_Каппи_Роллы;37;11782.9
2025-01;Левітана;Камертон;00960;Б_Каппи_Роллы;35;12340.4
2025-01;Левітана;Капричоза;02866;Б_Каппи_Пицца;18;4685.5
2025-01;Левітана;Класика вдвох;02988;Б_Каппи_Акции;17;8178.5
2025-01;Левітана;Кока-кола 0,75 л.;01731;Б_Общее_Напитки;49;2792.2
2025-01;Левітана;Кока-кола жб 0,33 л.;01736;Б_Общее_Напитки;36;1904.1
2025-01;Левітана;Кока-кола зеро жб 0,33 л.;01740;Б_Общее_Напитки;34;1827.5
2025-01;Левітана;Комбо #1;02178;Б_Каппи_Акции;5;5926.8
2025-01;Левітана;Комбо #2;02179;Б_Каппи_Акции;1;1085
2025-01;Левітана;Комбо #3;02180;Б_Каппи_Акции;2;1955.4
2025-01;Левітана;"Комбуча ""Бадьорий""";02896;Б_Общее_Напитки;7;637.2
2025-01;Левітана;"Комбуча ""Дивовижний""";02897;Б_Общее_Напитки;4;379.1
2025-01;Левітана;"Комбуча ""Манливий""";02898;Б_Общее_Напитки;8;750.4
2025-01;Левітана;Компенсація за негоду;02771;;25;469.1
2025-01;Левітана;Креветка в кунжуті;00511;Б_Каппи_Роллы;62;17575.9
2025-01;Левітана;Креветка в темпурі;00533;Б_Каппи_Темпура ролл;111;29763.1
2025-01;Левітана;Курка в Кисло-солодкому;01825;Б_Каппи_WOK;18;4210.6
2025-01;Левітана;Курортний;02169;Б_Каппи_Роллы;53;3945.5
2025-01;Левітана;Лимонад 0,5 л.;02057;Б_Общее_Напитки;39;2875.7
2025-01;Левітана;Листівка до ДН;02061;Б_Прочие позиции;4;0
2025-01;Левітана;Логістичний збір;02770;;1119;24621.8
2025-01;Левітана;Лосось Пад Тай;02116;Б_Каппи_Роллы;31;10298.3
